study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	fastq_ftp	sample_alias	sample_title
PRJNA650381	SAMN15703008	SRX8893650	SRR12395247	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/047/SRR12395247/SRR12395247_1.fastq.gz	IDR1900036958-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703007	SRX8893649	SRR12395248	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/048/SRR12395248/SRR12395248_1.fastq.gz	IDR1900036792-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703006	SRX8893648	SRR12395249	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/049/SRR12395249/SRR12395249_1.fastq.gz	IDR1900036450-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702989	SRX8893647	SRR12395250	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/050/SRR12395250/SRR12395250_1.fastq.gz	IDR1900035141-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703005	SRX8893646	SRR12395251	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/051/SRR12395251/SRR12395251_1.fastq.gz	IDR1900036441-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702999	SRX8893645	SRR12395252	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/052/SRR12395252/SRR12395252_1.fastq.gz	IDR1900036274-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702996	SRX8893644	SRR12395253	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/053/SRR12395253/SRR12395253_1.fastq.gz	IDR1900036055-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702990	SRX8893643	SRR12395254	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/054/SRR12395254/SRR12395254_1.fastq.gz	IDR1900035455-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702987	SRX8893642	SRR12395255	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/055/SRR12395255/SRR12395255_1.fastq.gz	IDR1900034841-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702982	SRX8893641	SRR12395256	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/056/SRR12395256/SRR12395256_1.fastq.gz	IDR1900034835-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702971	SRX8893640	SRR12395257	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/057/SRR12395257/SRR12395257_1.fastq.gz	IDR1900034591-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702970	SRX8893639	SRR12395258	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/058/SRR12395258/SRR12395258_1.fastq.gz	IDR1900034590-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702969	SRX8893638	SRR12395259	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/059/SRR12395259/SRR12395259_1.fastq.gz	IDR1900034250-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702968	SRX8893637	SRR12395260	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/060/SRR12395260/SRR12395260_1.fastq.gz	IDR1900034095-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702986	SRX8893636	SRR12395261	1764	Mycobacterium avium	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/061/SRR12395261/SRR12395261_1.fastq.gz	IDR1900034840-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium avium
PRJNA650381	SAMN15702967	SRX8893635	SRR12395262	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/062/SRR12395262/SRR12395262_1.fastq.gz	IDR1900034094-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703275	SRX8893634	SRR12395263	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/063/SRR12395263/SRR12395263_1.fastq.gz	IDR1900060572-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703274	SRX8893633	SRR12395264	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/064/SRR12395264/SRR12395264_1.fastq.gz	IDR1900060232-01-03	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703273	SRX8893632	SRR12395265	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/065/SRR12395265/SRR12395265_1.fastq.gz	IDR1900059981-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703272	SRX8893631	SRR12395266	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/066/SRR12395266/SRR12395266_1.fastq.gz	IDR1900059882-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703271	SRX8893630	SRR12395267	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/067/SRR12395267/SRR12395267_1.fastq.gz	IDR1900059640-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703054	SRX8893629	SRR12395268	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/068/SRR12395268/SRR12395268_1.fastq.gz	IDR1900040773-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703270	SRX8893628	SRR12395269	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/069/SRR12395269/SRR12395269_1.fastq.gz	IDR1900059625-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703269	SRX8893627	SRR12395270	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/070/SRR12395270/SRR12395270_1.fastq.gz	IDR1900059609-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703268	SRX8893626	SRR12395271	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/071/SRR12395271/SRR12395271_1.fastq.gz	IDR1900059608-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703267	SRX8893625	SRR12395272	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/072/SRR12395272/SRR12395272_1.fastq.gz	IDR1900059607-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703266	SRX8893624	SRR12395273	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/073/SRR12395273/SRR12395273_1.fastq.gz	IDR1900059606-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703265	SRX8893623	SRR12395274	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/074/SRR12395274/SRR12395274_1.fastq.gz	IDR1900059605-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703264	SRX8893622	SRR12395275	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/075/SRR12395275/SRR12395275_1.fastq.gz	IDR1900059603-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703263	SRX8893621	SRR12395276	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/076/SRR12395276/SRR12395276_1.fastq.gz	IDR1900059602-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703262	SRX8893620	SRR12395277	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/077/SRR12395277/SRR12395277_1.fastq.gz	IDR1900059321-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703261	SRX8893619	SRR12395278	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/078/SRR12395278/SRR12395278_1.fastq.gz	IDR1900059320-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703050	SRX8893618	SRR12395279	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/079/SRR12395279/SRR12395279_1.fastq.gz	IDR1900040262-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703260	SRX8893617	SRR12395280	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/080/SRR12395280/SRR12395280_1.fastq.gz	IDR1900059319-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703259	SRX8893616	SRR12395281	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/081/SRR12395281/SRR12395281_1.fastq.gz	IDR1900059318-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703258	SRX8893615	SRR12395282	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/082/SRR12395282/SRR12395282_1.fastq.gz	IDR1900058967-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703257	SRX8893614	SRR12395283	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/083/SRR12395283/SRR12395283_1.fastq.gz	IDR1900058911-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703256	SRX8893613	SRR12395284	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/084/SRR12395284/SRR12395284_1.fastq.gz	IDR1900058856-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703255	SRX8893612	SRR12395285	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/085/SRR12395285/SRR12395285_1.fastq.gz	IDR1900058855-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703254	SRX8893611	SRR12395286	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/086/SRR12395286/SRR12395286_1.fastq.gz	IDR1900058701-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703253	SRX8893610	SRR12395287	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/087/SRR12395287/SRR12395287_1.fastq.gz	IDR1900058699-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703252	SRX8893609	SRR12395288	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/088/SRR12395288/SRR12395288_1.fastq.gz	IDR1900058697-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703251	SRX8893608	SRR12395289	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/089/SRR12395289/SRR12395289_1.fastq.gz	IDR1900058324-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703049	SRX8893607	SRR12395290	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/090/SRR12395290/SRR12395290_1.fastq.gz	IDR1900040261-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703250	SRX8893606	SRR12395291	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/091/SRR12395291/SRR12395291_1.fastq.gz	IDR1900058322-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703249	SRX8893605	SRR12395292	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/092/SRR12395292/SRR12395292_1.fastq.gz	IDR1900057749-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703248	SRX8893604	SRR12395293	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/093/SRR12395293/SRR12395293_1.fastq.gz	IDR1900057748-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703247	SRX8893603	SRR12395294	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/094/SRR12395294/SRR12395294_1.fastq.gz	IDR1900057747-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703246	SRX8893602	SRR12395295	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/095/SRR12395295/SRR12395295_1.fastq.gz	IDR1900057745-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703245	SRX8893601	SRR12395296	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/096/SRR12395296/SRR12395296_1.fastq.gz	IDR1900057743-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703244	SRX8893600	SRR12395297	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/097/SRR12395297/SRR12395297_1.fastq.gz	IDR1900057742-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703243	SRX8893599	SRR12395298	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/098/SRR12395298/SRR12395298_1.fastq.gz	IDR1900057741-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703242	SRX8893598	SRR12395299	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/099/SRR12395299/SRR12395299_1.fastq.gz	IDR1900057740-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703241	SRX8893597	SRR12395300	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/000/SRR12395300/SRR12395300_1.fastq.gz	IDR1900057516-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703048	SRX8893596	SRR12395301	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/001/SRR12395301/SRR12395301_1.fastq.gz	IDR1900040259-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703240	SRX8893595	SRR12395302	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/002/SRR12395302/SRR12395302_1.fastq.gz	IDR1900057280-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702966	SRX8893594	SRR12395303	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/003/SRR12395303/SRR12395303_1.fastq.gz	IDR1900034064-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702964	SRX8893593	SRR12395304	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/004/SRR12395304/SRR12395304_1.fastq.gz	IDR1900033246-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702963	SRX8893592	SRR12395305	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/005/SRR12395305/SRR12395305_1.fastq.gz	IDR1900032870-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702962	SRX8893591	SRR12395306	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/006/SRR12395306/SRR12395306_1.fastq.gz	IDR1900032609-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702961	SRX8893590	SRR12395307	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/007/SRR12395307/SRR12395307_1.fastq.gz	IDR1900032608-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702960	SRX8893589	SRR12395308	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/008/SRR12395308/SRR12395308_1.fastq.gz	IDR1900032605-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702959	SRX8893588	SRR12395309	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/009/SRR12395309/SRR12395309_1.fastq.gz	IDR1900032603-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702958	SRX8893587	SRR12395310	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/010/SRR12395310/SRR12395310_1.fastq.gz	IDR1900032459-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702957	SRX8893586	SRR12395311	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/011/SRR12395311/SRR12395311_1.fastq.gz	IDR1900032455-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702985	SRX8893585	SRR12395312	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/012/SRR12395312/SRR12395312_1.fastq.gz	IDR1900034839-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702956	SRX8893584	SRR12395313	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/013/SRR12395313/SRR12395313_1.fastq.gz	IDR1900032219-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702955	SRX8893583	SRR12395314	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/014/SRR12395314/SRR12395314_1.fastq.gz	IDR1900032218-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702954	SRX8893582	SRR12395315	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/015/SRR12395315/SRR12395315_1.fastq.gz	IDR1900032217-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702953	SRX8893581	SRR12395316	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/016/SRR12395316/SRR12395316_1.fastq.gz	IDR1900031716-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702952	SRX8893580	SRR12395317	33892	Mycobacterium tuberculosis variant bovis BCG	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/017/SRR12395317/SRR12395317_1.fastq.gz	IDR1900031552-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis variant bovis BCG
PRJNA650381	SAMN15702951	SRX8893579	SRR12395318	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/018/SRR12395318/SRR12395318_1.fastq.gz	IDR1900031551-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702950	SRX8893578	SRR12395319	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/019/SRR12395319/SRR12395319_1.fastq.gz	IDR1900031550-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702949	SRX8893577	SRR12395320	33892	Mycobacterium tuberculosis variant bovis BCG	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/020/SRR12395320/SRR12395320_1.fastq.gz	IDR1900031548-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis variant bovis BCG
PRJNA650381	SAMN15702948	SRX8893576	SRR12395321	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/021/SRR12395321/SRR12395321_1.fastq.gz	IDR1900031547-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702947	SRX8893575	SRR12395322	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/022/SRR12395322/SRR12395322_1.fastq.gz	IDR1900031546-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702984	SRX8893574	SRR12395323	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/023/SRR12395323/SRR12395323_1.fastq.gz	IDR1900034838-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702946	SRX8893573	SRR12395324	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/024/SRR12395324/SRR12395324_1.fastq.gz	IDR1900031545-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
